,Tweet_id,User,Content,Like_Count,Quote_Count,Reply_Count,Url,Date,Chenxi_Sentiment,Zong_Sentiment,Sun_Sentiment
10,1.64E+18,Chris09402307,"@realmattcpa @financialjuice uh, not quite yet, though this certainly makes it look like we're now exposed to bailing out the entire world economy in the future. Right now this (i think, i'm not sure) makes it look like the world economy is now bailing out our failing small banks.",0,0,2,https://twitter.com/Chris09402307/status/1637599787422826504,2023-03-19 23:39:49+00:00,0,0,2
11,1.64E+18,PredicterX,"@Niiklas2022 @andrewgbelcher1 @mr_digdeeper @PeterSchiff @CNBC Most will get removed parmently.

When CBDCs are ready they will reset the world economy.

Debt of central banks will be removed in relation to each other. 

For an example e-Euro will have a balance sheet that is equal to only 20% of their current Euro balance sheet.",0,0,1,https://twitter.com/PredicterX/status/1637597870231625728,2023-03-19 23:32:12+00:00,0,0,0
12,1.64E+18,Karhu59591440,"@pedroROLO11 @patrick_de_so @visegrad24 The point is that why does Russia, with limited access to the world economy, have about the same economic activity than Romania with even more connections to the collective west. 
It's because Russian economy and state are persistant, while Romania is weak and used.",0,0,1,https://twitter.com/Karhu59591440/status/1637596000289280003,2023-03-19 23:24:46+00:00,0,0,0
13,1.64E+18,IronTemple333,@peruvian_bull Those Archegos bags bringing down the world economy lmao,0,0,0,https://twitter.com/IronTemple333/status/1637595555558834176,2023-03-19 23:23:00+00:00,0,0,0
14,1.64E+18,derekmwile,"@y2kulturkampf @bebop789 @gmbutts ?????? have you taken a look at the world economy lately, which is a direct result from ALL the brilliantly ""successful"" covid policies that were implemented over the last few years. Although libs do enjoy basking in utter failure, so I can't say I'm surprised.",0,0,1,https://twitter.com/derekmwile/status/1637594243085766657,2023-03-19 23:17:47+00:00,0,0,0
15,1.64E+18,Jim39535883,@PeterSchiff They sold securities they didn?? own. I don?? care what anyone says. Stop naked shorting it?? destroying the world economy,4,0,1,https://twitter.com/Jim39535883/status/1637593008982851586,2023-03-19 23:12:53+00:00,0,0,0
16,1.64E+18,haunaho_,"@Fakt_o_mas @stevedailes @Trollstoy88 As I said, China is a civilization state unlike America. During the Song Dynasty, China was the wealthiest country on earth. America is still a baby that is currently in decline as China rises to take its rightful place in the world economy. Just a matter of time. Lol",0,0,2,https://twitter.com/haunaho_/status/1637592865084694529,2023-03-19 23:12:18+00:00,1,1,1
17,1.64E+18,Lennoir,"Everyone thought #CreditSuisse was one of the most stable institutes in world economy. Yet, it was bankrupt. This probably didn't happen over a week or a month. Shows some people in high places are incompitent the least,if not worse. All institutes must be checked by independents",1,0,1,https://twitter.com/Lennoir/status/1637592492882243585,2023-03-19 23:10:49+00:00,0,0,0
18,1.64E+18,S4TRN,"@nomames_bro @spookymufu @EricShapiro3 @ninaturner @elonmusk @POTUS @CommunityNotes So innovation only until you deem it to be too much? Amazon changed the world economy, allowing businesses to more efficiently and cheaply move goods??Innovation is either pro or against, liking the idea of only millionaires is idealistic not realistic.",0,0,0,https://twitter.com/S4TRN/status/1637590499862147076,2023-03-19 23:02:54+00:00,2,2,2
19,1.64E+18,JellyKid451,@okieyardbird @WallStreetSilv Damn...now I have to use Sponge-opoly family game night to explain to my 10 year old why the world economy is about to fail.,0,0,0,https://twitter.com/JellyKid451/status/1637589689548042240,2023-03-19 22:59:41+00:00,0,0,0
20,1.64E+18,kstraith,"@RunningBear571 @TRBthe3rd @KristieSluder1 @mitchellvii Literally, it means ""this for that."" Quid pro Quo is why I left the grocery store today with several bags of food and was not stopped by security. Quid pro quo is what the world economy is based on. Trump was not impeached for ""quid pro quo"" by itself.",0,0,0,https://twitter.com/kstraith/status/1637586800720982016,2023-03-19 22:48:12+00:00,0,0,0
21,1.64E+18,twobluecats,"@JordanInHouston @academic_la @AOC @BernieSanders @IlhanMN this is not my recollection of bernie at all.  i do not recall him promoting it.  he attributed that the thought existed due to british dissatisfaction with the world economy, and left to their voting.  i did not agree with that assessment, but that is not promoting it.",1,0,2,https://twitter.com/twobluecats/status/1637585914229846016,2023-03-19 22:44:41+00:00,0,0,0
22,1.64E+18,SeanDalley,"The damage was done when you shut down an world economy, killed small business, promoted an ineffective harmful vaccine, shut down ivermectin, dropped interest rates to zero, printed 6 trillion dollars.  You have done enough damage.  The price must be paid.  Depression.  Fool",0,0,0,https://twitter.com/SeanDalley/status/1637585057681473538,2023-03-19 22:41:17+00:00,0,2,0
23,1.64E+18,adjusted_ARR,@hany @wavylee1 @zachweinberg that's not what I meant.....if the dollar loses its status as a reserve currency that indicates that the world economy has functionally collapsed - why would the world be operating servers and digital ledgers in the event of a global economic collapse,0,0,1,https://twitter.com/adjusted_ARR/status/1637584389998608385,2023-03-19 22:38:38+00:00,0,0,0
24,1.64E+18,HumanTimesMedia,"Despite skepticism, Srinivasan's bet has sparked discussion about Bitcoin's role as a store of value in a financial crisis. If his prediction comes true, it could inspire hope for a world economy that values alternative assets. #StoreOfValue #FinancialCrisis",0,0,1,https://twitter.com/HumanTimesMedia/status/1637581829627686912,2023-03-19 22:28:27+00:00,1,1,1
25,1.64E+18,HumanTimesMedia,"Srinivasan predicts a ""hyperbitcoinization"" of the global economy, with the US dollar's rapid devaluation making the world economy ""redenominate on Bitcoin as digital gold"". This would increase Bitcoin's market cap from $549bn to around $19.3tn. #DigitalGold #MarketCap",0,0,2,https://twitter.com/HumanTimesMedia/status/1637581826246967297,2023-03-19 22:28:26+00:00,1,1,1
26,1.64E+18,JohnnyH89686969,"Central Banks, by raising rates have deliberately caused the world economy to slow dramatically by crushing the consumer thereby setting the stage for the current banking crisis  due to the aforementioned reasons outlined in this thread.",3,0,0,https://twitter.com/JohnnyH89686969/status/1637581781888294912,2023-03-19 22:28:16+00:00,0,0,0
27,1.64E+18,CrazyGlazier,"@i_am_jackis @ziddi_ass This is irresponsible.  Look at the world economy around you; when people have less money to invest into crypto, what do you think happens?  Recessionary market is going to hurt a lot of people?? feelings.  You??e literally leading people to a fall.",6,0,1,https://twitter.com/CrazyGlazier/status/1637581592951652352,2023-03-19 22:27:31+00:00,0,0,0
28,1.64E+18,null_space,"@DVOF10 @WelshStacker @balajis That doesn't concern me. 
I chose not to participate in the ruin of the world economy the best I can",0,0,1,https://twitter.com/null_space/status/1637580950602235905,2023-03-19 22:24:58+00:00,1,1,1
29,1.64E+18,cassidyvogt1,"@LibertyLockPod I am starting to regret even bothering to know all I know about events as these &amp; the gov &amp; banks &amp; corps aims for the world &amp; economy &amp; gov system it will be in future as so . .

If we can?? anything to stop things that are going wrong because gov won?? let us . . Why b bothered",0,0,0,https://twitter.com/cassidyvogt1/status/1637579571666010115,2023-03-19 22:19:29+00:00,0,0,0
30,1.64E+18,420allday94,"@CTVNews Is it smaller. Russia is still 1 massive country, and how are you going to get without declaring a third world war . Do you think russia is alone .they've got China. Don't forget almost everything comes from China and it's really cheap. Agood way to make crash the world economy.",0,0,0,https://twitter.com/420allday94/status/1637579542788276232,2023-03-19 22:19:22+00:00,0,0,0
31,1.64E+18,TeoConstantin4,"@technologypoet The world economy is on autopilot, until the fuel runs out... Nobody is driving this thing",2,0,1,https://twitter.com/TeoConstantin4/status/1637578751868272644,2023-03-19 22:16:13+00:00,0,0,0
32,1.64E+18,Dtrumpjrjunior,"4. And because Troy fancies himself a futurist, but is nowhere near Kahn's level, we of course get some confidently wrong predictions.

It's been 9 years and there is not reduced car ownership nor has it ushered in a major shift in the world economy",1,0,1,https://twitter.com/Dtrumpjrjunior/status/1637578664928854020,2023-03-19 22:15:53+00:00,0,0,0
33,1.64E+18,Dtrumpjrjunior,"Dave is not bullish on car sales. Why?

""Car-sharing [apps are] exploding [and] revolutionizing how cars are used""

Once any car is a click away, why own one? This will be major shift in the world economy. Look out 2020. https://t.co/D6EaolZQxz",2,0,1,https://twitter.com/Dtrumpjrjunior/status/1637578579847331843,2023-03-19 22:15:32+00:00,0,0,0
34,1.64E+18,FrankJo83427667,"@malc_hill @RachelReevesMP And Bankers like you caused unemployment across the world, only for Gordon Brown to save the world economy .
Scousers not English",0,0,0,https://twitter.com/FrankJo83427667/status/1637577838005043201,2023-03-19 22:12:35+00:00,2,2,1
35,1.64E+18,Lumpthelot,"@Ashcryptoreal Vechain and fetch ai will do well. If China takes over the world economy vechain is 50x , KDA and flux with WordPress are a good investment but relatively low ranked . ??",0,0,0,https://twitter.com/Lumpthelot/status/1637576875441528832,2023-03-19 22:08:46+00:00,1,1,1
36,1.64E+18,JennaLUSA,"Mortgage rates, high prices still dim 2023 real estate market #USFederalReserve #WorldEconomy #FederalReserve #FederalReserveBank [Video] https://t.co/nIQtwnGs8e",0,0,0,https://twitter.com/JennaLUSA/status/1637576453205426176,2023-03-19 22:07:05+00:00,0,0,0
37,1.64E+18,cassidyvogt1,"@rafaelcoronel @zingali_shawn @ClownWorld_ Lol that was kinda the point 

Though on serious note of Greta .. I never researched her fully &amp; just took as a given she was a gov plant to push the new world economy system based in environmental fears &amp; fake promises of addressing those worries through such a system. .",0,0,0,https://twitter.com/cassidyvogt1/status/1637576397735510022,2023-03-19 22:06:52+00:00,0,0,0
38,1.64E+18,PORTmetaXYZ,"This is the Hail Mary attempt to keep the world economy from completely crashing??you will look back on this event as absolutely historic. 

(If you??e never sent up a prayer for the banks before??they need you to now.) ??",0,0,0,https://twitter.com/PORTmetaXYZ/status/1637576278642417668,2023-03-19 22:06:24+00:00,0,0,0
39,1.64E+18,SeeBaloney,"@lyonsnicholas1 @EpsilonTheory Globalism is dead. Don?? care about the world economy under a fiat system. Return to a sustainable system rather than relying on ??rowth??that was built on corrupt arbitrage. Any system that pretends to manifest infinite growth is ponzi. Afterall, here we are reaping fiat ponzi.",1,0,1,https://twitter.com/SeeBaloney/status/1637576196174249984,2023-03-19 22:06:04+00:00,0,0,0
40,1.64E+18,pdubdev,"all the current and coming economic upheaval is a result of shutting down the world economy and artificially propping it up

Government can defer economic pain, it can redistribute it, but it cannot eliminate it.",24,0,2,https://twitter.com/pdubdev/status/1637574065631408128,2023-03-19 21:57:36+00:00,0,0,0
41,1.64E+18,Hollie27U,"The Challenge of Global Capitalism: The World Economy in the 21st Century SX0QKCT

https://t.co/MehS19963e",0,0,0,https://twitter.com/Hollie27U/status/1637572520168620036,2023-03-19 21:51:28+00:00,2,2,2
42,1.64E+18,ScmKid,"@StealthQE4 This has been the bull case *the entire time* 

Now that it's happening, twitter thinks the world economy's gonna blow up

Buy the dip guys",1,0,0,https://twitter.com/ScmKid/status/1637569888666685440,2023-03-19 21:41:00+00:00,0,0,0
43,1.64E+18,MacKayUSA,"Fed blinking in ??ront of financial instability??is the ??orst thing they can do,??warns economic adviser #FederalReserve #WorldEconomy #FederalReserveBank #MarketNews #Money [Video] https://t.co/lHMIikOPg5",0,0,0,https://twitter.com/MacKayUSA/status/1637569771972726784,2023-03-19 21:40:32+00:00,0,0,0
44,1.64E+18,PlanZip,@Sara43347888 @BiophysicsFL Who gained and what was gained? The seeding of infectious clones prior to the Wuhan announcement gave the false impression that this was spreading faster than it actually was. It justified lockdowns. The lockdowns crippled the world economy. It was ultimately about control.,0,0,0,https://twitter.com/PlanZip/status/1637568332168667139,2023-03-19 21:34:49+00:00,0,0,0
45,1.64E+18,arda_ph,"Have the markets done the Fed's job or will Powell hike another 25 bps as most forecast?
Here?? what to watch in the world economy this week https://t.co/H77TgZ4qkY via @economics",0,0,0,https://twitter.com/arda_ph/status/1637566010277482499,2023-03-19 21:25:36+00:00,2,2,2
46,1.64E+18,FAgbodyke,"@Ukraine66251776 World Wide Cyber attacks --&gt; Targeting Banks --&gt; People loss all --&gt; Market crashes --&gt; Gov. will be happy and tell you that they have no fault on the collapse of the world economy, they will tell you that CBDCs are good for you,",0,0,0,https://twitter.com/FAgbodyke/status/1637564436268425216,2023-03-19 21:19:20+00:00,0,0,0
47,1.64E+18,chilberg11,"@RepJeffries The Republican Christofascist Party Plan? 

Crash the world economy and destroy the life savings of the American people. https://t.co/GgyRHMfckl",0,0,0,https://twitter.com/chilberg11/status/1637562456267423744,2023-03-19 21:11:28+00:00,0,0,0
48,1.64E+18,hazkaz2001,@zerohedge Without severance nor pension. They destroyed the world economy and financial markets,0,0,0,https://twitter.com/hazkaz2001/status/1637562237446397952,2023-03-19 21:10:36+00:00,0,0,0
49,1.64E+18,lefty_noel,@JaroGiesbrecht @gmbutts It has certainly had the greatest impact on the world economy.,0,0,0,https://twitter.com/lefty_noel/status/1637562160665460737,2023-03-19 21:10:18+00:00,0,0,0
50,1.64E+18,RevokedID,As well as documents that prove these so called elected political leaders are involved with organized crime and prove their involvement in a fraud scheme intended to collapse the world economy,0,0,1,https://twitter.com/RevokedID/status/1637561507616636929,2023-03-19 21:07:42+00:00,0,0,0
51,1.64E+18,theAcidRoach,"@MrBiteyTrashArt @AugustCohen4 @jlenweaver @JohnReedStark These are the same people who want to ban the Cryptography that makes online banking, the current world economy and the modern world in general possible. All in the name of protecting children.

It's no different then the time Florida outlawed computers to prevent online gambling",2,0,1,https://twitter.com/theAcidRoach/status/1637560332322328577,2023-03-19 21:03:02+00:00,0,0,0
52,1.64E+18,michelob_p,@Falkenlurch @GameofTrades_ The world economy is running hot. People are employed. They are loving life. Traveling. Spending. There is nothing right now nor on the immediate horizon which would give a bull pause. We are rockin! Let's go.,1,0,0,https://twitter.com/michelob_p/status/1637558182028488704,2023-03-19 20:54:29+00:00,1,1,1
53,1.64E+18,rescue1one,UBS buys Credit Suisse for $3.2 billion as regulators look to shore up the global banking system  Bankers continue to be the REAL gangsters! A threat to the world economy. https://t.co/mUgX3NgDOs,0,0,0,https://twitter.com/rescue1one/status/1637557536910979072,2023-03-19 20:51:55+00:00,0,0,0
54,1.64E+18,Tedemicka461,"@HaraldinChina @apmassaro3 The goofball is you. Don't these countries make up about 70-75% of world economy. US, Europe, Japan, Australia and etc. Guess you would be on the wrong side.",0,0,0,https://twitter.com/Tedemicka461/status/1637555414672855042,2023-03-19 20:43:29+00:00,0,0,0
55,1.64E+18,SHSterns,"@nycexpatmom They didn't completely crush the world economy last time, so they're back to finish the job and siphon up the remaining money...",1,0,0,https://twitter.com/SHSterns/status/1637555160321802249,2023-03-19 20:42:29+00:00,0,0,0
56,1.64E+18,SlaveOfTheLamb,@xochtitli @IliaOrthodox If that?? all you think that was you??e asleep. Haven?? you listened to Paisios who warns that vaccines and microchips will be the way they implement a one world economy?,0,0,1,https://twitter.com/SlaveOfTheLamb/status/1637553959823966209,2023-03-19 20:37:42+00:00,0,0,0
57,1.64E+18,ZeetaCripto,@BTC_Archive It will always be the best alternative #bitcoin It is the best thing that can happen to the world economy,0,0,0,https://twitter.com/ZeetaCripto/status/1637552866796683264,2023-03-19 20:33:22+00:00,1,1,1
58,1.64E+18,ducklingsmith,"@bagenzo I brokered a last minute deal to save Credit Suisse so the world economy won't collapse

Sorry, they were out of that cheese you like",1,0,0,https://twitter.com/ducklingsmith/status/1637551774671204352,2023-03-19 20:29:01+00:00,1,1,1
59,1.64E+18,firstworldpeace,El Salvador's volcano bonds might just be the pin that pops the world economy ?? ?? https://t.co/Dspo2YNytR,0,0,2,https://twitter.com/firstworldpeace/status/1637551103310204928,2023-03-19 20:26:21+00:00,0,0,0
60,1.64E+18,AlternatNews,"The Wall Street Journal reports that economists found 186 banks, which could be prone to similar risks as Silicon Valley Bank. 

If the world economy goes seriously bad, everything goes bad.",23,1,1,https://twitter.com/AlternatNews/status/1637550771381100544,2023-03-19 20:25:02+00:00,0,0,0
61,1.64E+18,bigdadbrad,"@MarioNawfal @SpecialSitsNews @SpecialSitsNews if you think a bird app can implode the world economy, banking is utterly fragile",0,0,0,https://twitter.com/bigdadbrad/status/1637549609152139268,2023-03-19 20:20:25+00:00,0,0,0
62,1.64E+18,RussieInfos,".../world economy started to crumble.
Natural gas started to be unavailable or three/four time more expensive, gas at the pump started to be doubled, food supplies stopped in many sectors as Russia is not only a major provider in Gas and Oil but in many other indispensable .../??? https://t.co/cohEFYrILo",1,0,1,https://twitter.com/RussieInfos/status/1637548251208458240,2023-03-19 20:15:01+00:00,0,0,0
63,1.64E+18,Hilitomilito,The fall of Credit Suisse is to a very large extent a pointer that perhaps the present risk management framework worldwide requires a holistic paradigm of some sort.A new risk management framework is desperately required but the Contagious risk come cripple the world economy !!!,0,0,0,https://twitter.com/Hilitomilito/status/1637547449651810305,2023-03-19 20:11:50+00:00,2,2,2
64,1.64E+18,TMtfromcc,@MarshaBlackburn You are gambling with our economy and the world economy for what? Permanent minority rule? You Republicans are all going to pay a huge political price for your partisan governance and Trump worship.,2,1,0,https://twitter.com/TMtfromcc/status/1637547378742886405,2023-03-19 20:11:33+00:00,0,0,0
65,1.64E+18,ChrisTh74866237,"@WhiteHouse * WOW * 

You took over when Covid was shutting down the world economy and it?? 3 years later 

Who ever thought the economy would??e comeback 

??????",1,0,0,https://twitter.com/ChrisTh74866237/status/1637547326670553088,2023-03-19 20:11:21+00:00,0,0,0
66,1.64E+18,KvammePatrick,@unusual_whales He has always said this is what will happen. The only organization that can fix this without tanking the world economy is Congress. New ways of thinking is what is needed. Congress has to get to work. Enough finger pointing. This is not fixing anything.,1,0,0,https://twitter.com/KvammePatrick/status/1637546769008717825,2023-03-19 20:09:08+00:00,0,0,0
67,1.64E+18,worldnews2night,"Corrupt sorcerous tv system messing our homelands.All nations, all people, neighbors.
Same sex marriages, abortion glamore sex, wrong directions. Disrupts the world economy and homelands.
https://t.co/ePn1AdmYvv so they don't fall down. https://t.co/DbMoj06W04",0,0,0,https://twitter.com/worldnews2night/status/1637545964872269829,2023-03-19 20:05:56+00:00,0,0,0
68,1.64E+18,tvman2000,@PierrePoilievre Yes then there was Covid and the world economy went to hell in a hand basket what are you prepared to do increase it higher talk is cheap!,0,0,0,https://twitter.com/tvman2000/status/1637545901190160384,2023-03-19 20:05:41+00:00,0,0,0
69,1.64E+18,moody_marv,"Understanding the importance of self-custody. The importance of the fed and quantitative tightening, the implications on the world/economy is invaluable.

THE BEAR MARKET WAS THE BEST THING TO HAPPEN. I learned so much and feel ready for the bull and the future.",4,0,1,https://twitter.com/moody_marv/status/1637545174082486274,2023-03-19 20:02:48+00:00,1,1,1
70,1.64E+18,MJ34HIG54,"@BeschlossDC That GOP Admin lied us into an unjust war, committed war crimes destabilized Mid-East and crashed the world economy.

The next GOP Admin pulled the US from the Paris Accord, ruined cred with NATO, murdered ~400K Americans via Covid-19 lying and attempted a anti-democracy coup https://t.co/yvyCo4BTRS",3,0,0,https://twitter.com/MJ34HIG54/status/1637544730702626818,2023-03-19 20:01:02+00:00,0,0,0
71,1.64E+18,worldnews2night,"All nations, all people, neighbors.
Same sex marriages, abortion glamore sex, wrong directions. Disrupts the world economy and homelands.
https://t.co/ePn1AdmYvv so they don't fall down. https://t.co/BAGYuGuZRq",0,0,0,https://twitter.com/worldnews2night/status/1637542500507197441,2023-03-19 19:52:10+00:00,0,0,0
72,1.64E+18,ItsMueen,"Hi @Taimur_Laal Had there been communism in the World, would there be NO recession like we experience in highly Capitalized world economy every decade?

#Communism #Socialism #capitalism",0,0,0,https://twitter.com/ItsMueen/status/1637542124873740291,2023-03-19 19:50:41+00:00,0,0,0
73,1.64E+18,MKThoughtsss,"When financial institutions are failing and being acquired by other institutions for low price, where as losses are being covered by tax payers money. And people are in belief that, the world economy is in good shape and acquiring failed businesses is bullish for market $SPX $SPY",0,0,0,https://twitter.com/MKThoughtsss/status/1637539610589904900,2023-03-19 19:40:41+00:00,0,0,0
74,1.64E+18,LNoise01,@HotForMoot Is the world economy going to crash next week?,2,0,1,https://twitter.com/LNoise01/status/1637539023618015233,2023-03-19 19:38:21+00:00,2,2,2
75,1.64E+18,RumbleDore_NFT,"#Bitcoin

You think it?? just banks fucked 

What about the rest of the multinationals sitting on massive losses because they tried to hedge interest rates when they were zero

Yellen and the boys at the FED are about to screw the whole world economy and they don?? even realise https://t.co/Vujrznq0RN",0,0,3,https://twitter.com/RumbleDore_NFT/status/1637537098625437696,2023-03-19 19:30:42+00:00,0,0,0
76,1.64E+18,Westamsterdam72,"@Syricide @Diana93006019 The U.S. economy is built on war or the threat of war.  Could the U.S. &amp; world economy survive without military conflict?  He is right, Iraq was never over oil or Israel.  Afganistan what is that about? A) Nothing, just a thirst for the military industrial product.",4,0,1,https://twitter.com/Westamsterdam72/status/1637536154131021825,2023-03-19 19:26:57+00:00,2,0,2
77,1.64E+18,CBlommfield,@CNN Great for world economy,1,0,1,https://twitter.com/CBlommfield/status/1637533078930219009,2023-03-19 19:14:44+00:00,1,1,1
78,1.64E+18,KAJ9521,"@sovmindset I am not American. But i know that America is the Central of our World Economy from the 18.Century to this Day. With why America is so important for me. Not only Economy,  but also it Political Spectrum.  In my own Interest, if America works. So does the rest of the World.",2,0,0,https://twitter.com/KAJ9521/status/1637530789209317377,2023-03-19 19:05:38+00:00,1,1,1
79,1.64E+18,JeffRos03903548,@jasrajshallan you have no business being a finance critic since you know NOTHING about how the world economy works,0,0,0,https://twitter.com/JeffRos03903548/status/1637530489065021443,2023-03-19 19:04:27+00:00,0,0,0
80,1.64E+18,Georgiemutt,The world is working overtime to keep the US Fed from tanking the world economy. Again.,0,0,0,https://twitter.com/Georgiemutt/status/1637529830496387073,2023-03-19 19:01:50+00:00,0,0,0
81,1.64E+18,beijingbeefback,@pandoso1224 @upblissed @destroynectar Not happening. The WORLD economy is taking a hit not just the United States. China?? worsening economy with its atrocious demographic trajectory isn?? gonna pan out too well. The US is still the biggest defense spending country in the world with a highly experienced military. 1/2,0,0,1,https://twitter.com/beijingbeefback/status/1637528993883619331,2023-03-19 18:58:30+00:00,0,0,0
82,1.64E+18,CryptosBatman,"BREAKING: Swiss authorities confirm UBS's acquisition of Credit Suisse for $2B USD!

Great news for the world economy. The pump can continue ??

#UBS #CreditSuisse",98,0,18,https://twitter.com/CryptosBatman/status/1637526441066627072,2023-03-19 18:48:21+00:00,0,0,2
83,1.64E+18,professor4all,The world economy right now #Peace #Twitter https://t.co/8aB0KKYgam,0,0,0,https://twitter.com/professor4all/status/1637525892204466176,2023-03-19 18:46:11+00:00,2,2,2
84,1.64E+18,Sakkemotobiz,"Banking crisis can impact the global economy and currency values. Investors may turn to safe haven assets like infrastructure and gold.

what could happen to the world economy if banks were to collapse, the potential impact on the value of currencies,

https://t.co/hPsllVXXfU https://t.co/lyys2P3t61",1,0,1,https://twitter.com/Sakkemotobiz/status/1637525326396899329,2023-03-19 18:43:56+00:00,2,2,2
85,1.64E+18,Krish_018,"@RepMTG He??  a Nazi reincarnation of Hitler. The guy goes about destroying world economy, instigate regime changes and plunder poor nations of their self governance. The guy should be in jail!!",0,0,0,https://twitter.com/Krish_018/status/1637523974904070153,2023-03-19 18:38:33+00:00,0,0,0
86,1.64E+18,KovalovaOlga1,"@1S777n_ac_ks33 @nytimes Defenders of the liberal world order - 7 criminals disease of last stage of covid, convicted to die. At measures on March,21 only three of them stay alive.People have opportunity to earn some easy money by joining ""Opposition to Defenders of liberal World Order"" in #WorldEconomy",0,0,0,https://twitter.com/KovalovaOlga1/status/1637523840862396423,2023-03-19 18:38:02+00:00,0,0,0
87,1.64E+18,where_country,"@Kernsdarren @NoVA_Campaigns @DCPoliceDept @uscapitol I wouldn't say that, mostly for two reasons. One, their economy is unfortunately intertwined with the world economy, so if Russia were to say collapse, our prices would go up. Two, I don't like seeing young men die in a World War meat grinder. On either side. Ukraine or Russian.",0,0,1,https://twitter.com/where_country/status/1637516438888914944,2023-03-19 18:08:37+00:00,0,0,0
88,1.64E+18,GervaAD,"@ChrisJBakke Only 30% of the world economy is REAL money or gold.
70% is speculation, credit and illusion.
COVID cut credit and ceased the illusion.  The Wheel stopped.
Now we wil see *WHO REALLY* has the money and who doesn't.
...WAIT FOR IT....",0,0,0,https://twitter.com/GervaAD/status/1637510793070624771,2023-03-19 17:46:11+00:00,0,0,0
89,1.64E+18,r33dy5,"@tomlin_francis Yes, you are not living in the Real World economy!",0,0,0,https://twitter.com/r33dy5/status/1637510312545878017,2023-03-19 17:44:16+00:00,0,0,0
90,1.64E+18,john_sadowsky,"@RickyDoggin Amen, A bio weapon developed and released by china to decimate the world economy. The chinese lab worker who worked in that lab said that a leak wasn't possible and that the release was intentional.",0,0,0,https://twitter.com/john_sadowsky/status/1637509390591819778,2023-03-19 17:40:36+00:00,0,0,0
91,1.64E+18,HeadySpirit,"Why do men know about car engines, world economy, politics, inflation, calorie deficit, stock market, sports, video games etc but never know when or why she?? upset? #StonerThoughts",0,0,0,https://twitter.com/HeadySpirit/status/1637507398452518914,2023-03-19 17:32:41+00:00,0,0,0
92,1.64E+18,Esc0bar123,"@dampedspring @JohnKotsis5 Actually I believe it becomes the Incredible Hulk. What people fail to realize is that if America, or any country just allows people to have credit and build debt that destroys your currency in the world economy. You don't just get to take out unlimited debt and not pay it back.",0,0,0,https://twitter.com/Esc0bar123/status/1637506409309917185,2023-03-19 17:28:46+00:00,0,0,0
